name,type,district,sub_district,address,phone,email,website,operator,lat,lon,osm_id,source
Primary Health Center,Primary Health Centre (PHC),Pathanamthitta,,"Pramadom, mallaserry, 689646",,,,department of health services,9.2470807,76.789306,way/905891106,OpenStreetMap
Primary Health Center,Primary Health Centre (PHC),Ernakulam,,,,,,,10.1824619,76.1888245,way/972332167,OpenStreetMap
Primary health center,Primary Health Centre (PHC),Kollam,,,,,,Government,9.0365935,76.526696,way/1000855124,OpenStreetMap
Primary Health Center  Mararikulam North,Primary Health Centre (PHC),Alappuzha,,,+91-4782863001,,,DEPARTMENT OF HEALTH SERVICES,9.6269006,76.315529,way/796457195,OpenStreetMap
"Primary Health Center , Achenkovil",Primary Health Centre (PHC),Pathanamthitta,,,,,,Department of Health Services,9.0917722,77.1261105,node/7475559112,OpenStreetMap
"Primary Health Center , Manjanikkara",Primary Health Centre (PHC),Pathanamthitta,,"Omallur-Elavumthitta Road, Manjinikara, 689647",,,,Government,9.2484071,76.7441753,way/987287626,OpenStreetMap
"Primary Health Center 24*7, Thevarkadappuram",Primary Health Centre (PHC),Malappuram,,,,,,DEPARTMENT OF HEALTH SERVICES (DHS),10.9166033,75.8877759,way/736704492,OpenStreetMap
"Primary Health Center 24*7, Vazhakkad",Primary Health Centre (PHC),Malappuram,,,,,,DEPARTMENT OF HEALTH SERVICES(DHS),11.2472632,75.9512473,way/976882137,OpenStreetMap
"Primary Health Center 24X7, Anakkayam",Primary Health Centre (PHC),Malappuram,,,,,,DEPARTMENT OF HEALTH SERVICES (DHS),11.0853635,76.1640558,way/799569776,OpenStreetMap
Primary Health Center Akathethara,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8268103,76.6393265,way/975569375,OpenStreetMap
Primary Health Center Arakulam,Primary Health Centre (PHC),Idukki,,,,,,DEPARTMENT OF HEALTH SERVICES,9.8129298,76.8236302,node/7476785398,OpenStreetMap
Primary Health Center Aryad,Primary Health Centre (PHC),Alappuzha,,,,,,,9.5434328,76.3313657,node/7488509993,OpenStreetMap
Primary Health Center Avala,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.5919572,75.7077757,node/9060591383,OpenStreetMap
Primary Health Center Azhiyur,Primary Health Centre (PHC),Kozhikode,,"Panoor - Kunjippalli Road, Kunjippalli",,,,Department of Health and Family Welfare,11.6780233,75.5524417,node/3806168900,OpenStreetMap
Primary Health Center Bhudhanoor,Primary Health Centre (PHC),Alappuzha,,,,,,,9.2825122,76.5637375,way/638599724,OpenStreetMap
Primary Health Center Chekkiad,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.7321823,75.6372655,node/9063502618,OpenStreetMap
Primary Health Center Harippad,Primary Health Centre (PHC),Alappuzha,,,,,,,9.2861804,76.4599042,way/684506446,OpenStreetMap
Primary Health Center Kainakary,Primary Health Centre (PHC),Alappuzha,,,,,,,9.4885794,76.3815988,way/630616508,OpenStreetMap
Primary Health Center Kakkayam,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.5487368,75.8918301,node/9063530922,OpenStreetMap
Primary Health Center Kakkur,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.3893228,75.8225593,node/9062560689,OpenStreetMap
Primary Health Center Kallarvattayar,Primary Health Centre (PHC),Idukki,,,,,,,10.0326084,76.98553,way/803036786,OpenStreetMap
Primary Health Center Kappoor,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8062558,76.0684972,node/8882187517,OpenStreetMap
Primary Health Center Karkkidakam,Primary Health Centre (PHC),Malappuram,,,,,,,11.0293709,76.1575457,way/960076397,OpenStreetMap
Primary Health Center Kattippara,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.4636072,75.9178926,way/1083695309,OpenStreetMap
Primary Health Center Kavassery,Primary Health Centre (PHC),Palakkad,,,,,,,10.6579279,76.4734994,node/8898136617,OpenStreetMap
Primary Health Center Kayakkodi,Primary Health Centre (PHC),Kozhikode,,,,,,Deoartment of Health and Family Welfare,11.6836601,75.7540734,node/9062936100,OpenStreetMap
Primary Health Center Kayanna,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.5384943,75.8061778,way/801436073,OpenStreetMap
Primary Health Center Kizhakoth,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare.,11.3907184,75.894001,node/9062848290,OpenStreetMap
Primary Health Center Kodumthuruth,Primary Health Centre (PHC),Alappuzha,,,,,,,9.7959209,76.3177981,node/8878975098,OpenStreetMap
Primary Health Center Kottappuram,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.9455933,76.4063619,way/977117599,OpenStreetMap
Primary Health Center Kottoppadam,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.9967919,76.3951203,way/892552522,OpenStreetMap
Primary Health Center Kulukkallur,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8641484,76.2323493,way/837516736,OpenStreetMap
Primary Health Center Kunnoni,Primary Health Centre (PHC),Kottayam,,"Poonjar - Kunnonni Road, kunnoni, 686582",,,,government,9.6552755,76.8350553,node/10076074710,OpenStreetMap
Primary Health Center Kuppapuram,Primary Health Centre (PHC),Alappuzha,,,+91-477 2176462,,,DEPARTMENT OF HEALTH SERVICES,9.5068876,76.3707065,way/623154187,OpenStreetMap
Primary Health Center Kuruvattur,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.3226436,75.8485075,node/9060436957,OpenStreetMap
Primary Health Center Kuzhur,Primary Health Centre (PHC),Thrissur,,,+91-480-2779406,phckuzhur@yahoo.in,,,10.2043367,76.278915,way/799085445,OpenStreetMap
Primary Health Center Lakkoor,Primary Health Centre (PHC),Pathanamthitta,,"Lakkor, 689646",,,,Pramadam Grama panchayath,9.2345551,76.8123179,way/800417529,OpenStreetMap
Primary Health Center Madakkathara,Primary Health Centre (PHC),Thrissur,,"Health Centre Bus Stop,, Vellanikkara, Madakkathara, Kerala 680651, Vellanikkara, Madakkathara, Kerala, 680651",+91-487-2282127,,,,10.5523364,76.2582053,way/799072523,OpenStreetMap
Primary Health Center Mannottukonam,Primary Health Centre (PHC),Thiruvananthapuram,,,,,,,8.3950196,77.0356079,way/1002489984,OpenStreetMap
Primary Health Center Melarcode,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.6108362,76.56441,way/827565066,OpenStreetMap
Primary Health Center Mullankolly,Primary Health Centre (PHC),Wayanad,,PHC padichira - Lourde Nagar road,,,,Department of health Services,11.8465258,76.1795472,way/798756818,OpenStreetMap
Primary Health Center Muthalamada,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.6045027,76.7614512,way/827565082,OpenStreetMap
Primary Health Center Muthuthala,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8355986,76.159557,way/944588408,OpenStreetMap
Primary Health Center Nelliyampathy,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.5317015,76.6789907,way/827565083,OpenStreetMap
Primary Health Center Pakkom,Primary Health Centre (PHC),Wayanad,,,,,,Department of Health Services,11.8041975,76.0941921,way/799303360,OpenStreetMap
Primary Health Center Pallikathodu,Primary Health Centre (PHC),Kottayam,,"Primary Health Centre Pallickathodu. Primary Health Centre, Pallickathodu. Phone : 0481-2551750. Category/Type: PHC Pincode: 686503. Website Policies​ ., pallikathodu",,,,,9.5955133,76.6742068,way/1186052759,OpenStreetMap
Primary Health Center Pallipuram,Primary Health Centre (PHC),Palakkad,,,,,,,10.8365985,76.1086604,node/8882109419,OpenStreetMap
Primary Health Center Parambikkulam,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.3907593,76.7742801,way/975573349,OpenStreetMap
Primary Health Center Pathiyoor,Primary Health Centre (PHC),Alappuzha,,,+91-4792436120,,,Department of Health Service,9.2099351,76.4946956,way/639164577,OpenStreetMap
Primary Health Center Pattithara,Primary Health Centre (PHC),Palakkad,,,,,,,10.7778957,76.0951022,node/8882217717,OpenStreetMap
Primary Health Center Perumatty,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.6394694,76.8296536,way/827565098,OpenStreetMap
Primary health center Perumpazhuthoor,Primary Health Centre (PHC),Thiruvananthapuram,,"Poovar Neyyattinkara Rd, Manaluvila, Olathanni, Kerala 695133, Trivandrum, 695133",,,,government,8.3735454,77.0821461,way/961023771,OpenStreetMap
Primary Health Center Perur Kelappaji Memmorial,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.7748425,76.4287097,way/883771999,OpenStreetMap
Primary Health Center Peruvannamoozhi,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.5902664,75.8249727,node/9062792442,OpenStreetMap
Primary Health Center Pirayiri,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.773473,76.6030568,way/967171193,OpenStreetMap
PRIMARY HEALTH CENTER PORATHISSERY,Primary Health Centre (PHC),Thrissur,,,,,,,10.3801087,76.2346297,way/1013337088,OpenStreetMap
Primary Health Center Pudunagaram,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.6808189,76.6811654,way/977118350,OpenStreetMap
Primary Health Center Ramankari,Primary Health Centre (PHC),Alappuzha,,,+91-4772707731,,,DEPARTMENT OF HEALTH SERVICES,9.4075717,76.4654455,way/800673037,OpenStreetMap
PRIMARY HEALTH CENTER SANTHANPARA,Primary Health Centre (PHC),Idukki,,,,,,,9.9613399,77.2180638,node/8892872963,OpenStreetMap
Primary Health Center Sholayur,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,11.0618781,76.6990254,way/827558978,OpenStreetMap
Primary Health Center Thachampara,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.9688393,76.5056586,way/975529045,OpenStreetMap
Primary Health Center Thazhakkara,Primary Health Centre (PHC),Alappuzha,,,+91-4792357370,,,Department Of Health Services,9.2358173,76.5883876,node/7489670957,OpenStreetMap
Primary Health Center Thenkurissi,Primary Health Centre (PHC),Palakkad,,,,,,Departrment of Health and Family Welfare,10.7085505,76.6312882,way/967195289,OpenStreetMap
Primary Health Center Thirumittacode,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.7348825,76.1648044,way/978023284,OpenStreetMap
Primary Health Center Thirumittacode,Primary Health Centre (PHC),Palakkad,,,,,,,10.7340537,76.1610626,way/1055867909,OpenStreetMap
Primary Health Center Thiruvegappura,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8763875,76.1408526,way/975547311,OpenStreetMap
Primary Health Center Thiruvegapura,Primary Health Centre (PHC),Palakkad,,,,,,,10.8764274,76.1407841,node/8909566417,OpenStreetMap
Primary Health Center Thottapalli,Primary Health Centre (PHC),Alappuzha,,,,,,DEPARTMENT OF HEALTH SERVICES,9.3173918,76.3811227,way/800667615,OpenStreetMap
Primary Health Center Trikkadeeri,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8432185,76.3425162,node/9072685535,OpenStreetMap
Primary Health Center Valad,Primary Health Centre (PHC),Wayanad,,"valad, Valad Road, valad, 670644",,,,Department of Health Services,11.7937938,75.9045112,way/799306962,OpenStreetMap
Primary Health Center Vallappuzha,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8416414,76.2435542,way/967152470,OpenStreetMap
Primary Health center Vaniyamkulam,Primary Health Centre (PHC),Palakkad,,,,,,,10.7839226,76.327225,node/8948506949,OpenStreetMap
Primary Health Center Varandarapilly,Primary Health Centre (PHC),Thrissur,,,+91-480-2762464,phcvply@yahoo.in,,,10.4207046,76.321239,way/799230730,OpenStreetMap
Primary Health Center Vayalada,Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.5061812,75.8682794,node/8762050318,OpenStreetMap
Primary Health Center Vazhaparamb,Primary Health Centre (PHC),Kozhikode,,,,,,,11.3240374,75.9060813,node/8323641122,OpenStreetMap
Primary Health Center Vilayur,Primary Health Centre (PHC),Palakkad,,,,,,Department of Health and Family Welfare,10.8951882,76.1675736,way/890938056,OpenStreetMap
"Primary Health Center, Ambalapuzha North",Primary Health Centre (PHC),Alappuzha,,,,,,,9.405516,76.3759437,way/922416308,OpenStreetMap
"Primary Health Center, Anakkayam Pandalloor",Primary Health Centre (PHC),Malappuram,,,,,,government,11.0841217,76.1713707,way/981100376,OpenStreetMap
"Primary Health Center, Beypore",Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family  Welfare,11.1836399,75.8053406,node/9062881897,OpenStreetMap
"Primary Health Center, CHEPPAD",Primary Health Centre (PHC),Alappuzha,,,+91-4792400911,,,DEPARTMENT OF HEALTH SERVICES,9.2454166,76.4818863,way/800668374,OpenStreetMap
"Primary Health Center, Cheramkuth",Primary Health Centre (PHC),Malappuram,,,,,,government,11.143731,76.1563735,way/974354286,OpenStreetMap
"Primary Health Center, Cheruvannur",Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.1950148,75.8187377,node/9063564012,OpenStreetMap
"Primary Health Center, Chottanikkara",Primary Health Centre (PHC),Ernakulam,,,,,,,9.9201836,76.3932547,way/1098610464,OpenStreetMap
"Primary Health Center, Chundekkad",Primary Health Centre (PHC),Palakkad,,,,,,,10.8793683,76.4822275,node/9289661555,OpenStreetMap
"Primary Health Center, Edakkara",Primary Health Centre (PHC),Malappuram,,,,,,Department Of Health Services (DHS),11.3665156,76.3002935,way/799617116,OpenStreetMap
"Primary Health Center, Elathur",Primary Health Centre (PHC),Kozhikode,,,,,,,11.3257217,75.7382345,node/10213792269,OpenStreetMap
"Primary Health Center, Eloor",Primary Health Centre (PHC),Ernakulam,,,,,,Department of Health and Family Welfare,10.0832761,76.2895024,node/8780579331,OpenStreetMap
"Primary Health Center, Ezhukone",Primary Health Centre (PHC),Kollam,,0474-2484737,,,,Department of Health Services,8.9710879,76.7186779,node/7475421946,OpenStreetMap
"Primary Health Center, Kadamboor",Primary Health Centre (PHC),Alappuzha,,,+91-4792323841,,,government,9.3099482,76.5587507,way/644570929,OpenStreetMap
"Primary Health Center, Kalaketty",Primary Health Centre (PHC),Kottayam,,,+91-4828-236616,phckalaketti@gmail.com,https://kottayam.nic.in/public-utility/primary-health-centre-24/,DEPARTMENT OF HEALTH SERVICES,9.617075,76.7754381,way/800700470,OpenStreetMap
"Primary Health Center, Kanakkary",Primary Health Centre (PHC),Kottayam,,"primary Health Center, Kanakkary, Kanakkary-Sleevapuram Road, kottayam",,,,Department of Health and Family Welfare,9.7110522,76.5481829,way/947218759,OpenStreetMap
"Primary Health Center, Kanhirapoil",Primary Health Centre (PHC),Kasaragod,,,,,,,12.3267757,75.1728051,node/9307802484,OpenStreetMap
"Primary Health Center, Kanichar",Primary Health Centre (PHC),Kannur,,,,,,,11.8997376,75.7892328,way/894620565,OpenStreetMap
"Primary Health Center, Kayanna",Primary Health Centre (PHC),Kozhikode,,,,,,,11.5385031,75.806174,node/9948684189,OpenStreetMap
"Primary Health Center, Koottil",Primary Health Centre (PHC),Malappuram,,,,,,,11.0248808,76.1895846,way/960120830,OpenStreetMap
"Primary Health Center, Kottopadom",Primary Health Centre (PHC),Palakkad,,,,,,,10.9967633,76.3955977,node/10786666212,OpenStreetMap
"Primary Health Center, Lakkidi Perur",Primary Health Centre (PHC),Palakkad,,,,,,,10.7742561,76.4286581,node/10760527785,OpenStreetMap
"Primary Health Center, Mangad",Primary Health Centre (PHC),Kozhikode,,,,,,government,11.4255641,75.9026124,way/863311779,OpenStreetMap
"Primary Health Center, Mangad",Primary Health Centre (PHC),Kozhikode,,,,,,government,11.4309903,75.8488554,way/863470394,OpenStreetMap
"Primary Health Center, Mannancheri",Primary Health Centre (PHC),Alappuzha,,,+91-47722922008,,,DEPARTMENT OF HEALTH SERVICES,9.5614805,76.3434621,way/800651408,OpenStreetMap
"Primary Health Center, Marangattupilly",Primary Health Centre (PHC),Kottayam,,"Marangattupilly, 686635",,,,,9.7420948,76.6137435,way/889261547,OpenStreetMap
"Primary Health Center, Moonnam mile",Primary Health Centre (PHC),Kottayam,,"Kanjirapalli - Manimala Road, Chirakkadavu, 686520",,,,government,9.5261779,76.7817814,way/569644489,OpenStreetMap
"PRIMARY HEALTH CENTER, MUKKUDIL",Primary Health Centre (PHC),Idukki,,,,,,,9.9452633,77.1143294,way/961885473,OpenStreetMap
"Primary Health Center, Naripatta",Primary Health Centre (PHC),Kozhikode,,,,,,Deparment of Health and Family Welfare,11.7128929,75.7089141,node/9060670209,OpenStreetMap
"Primary Health Center, Nilliyadukkam",Primary Health Centre (PHC),Kasaragod,,"Nelliyadukkam, Panayal, 671318",,,,government,12.430954,75.0553577,way/863478915,OpenStreetMap
"Primary Health Center, Odannur",Primary Health Centre (PHC),Palakkad,,,,,,,10.784463,76.5554311,node/10618378670,OpenStreetMap
"Primary Health Center, Pakkam",Primary Health Centre (PHC),Kasaragod,,"Valliyot Velutholi road, Pakkam, 671316",,,,government,12.4027735,75.0648086,way/799614328,OpenStreetMap
"Primary Health Center, Pappinippara Anakkayam",Primary Health Centre (PHC),Malappuram,,,,,,government,11.1078792,76.09209,way/981099012,OpenStreetMap
"Primary Health Center, Poomala",Primary Health Centre (PHC),Thrissur,,,+91-487-2203288,poomalaphc@gmail.com,,government,10.6093007,76.2367627,way/799150315,OpenStreetMap
"Primary Health Center, Poothrikka",Primary Health Centre (PHC),Ernakulam,,,,,,Department of Health and Family Welfare,9.9544838,76.4510277,way/801040527,OpenStreetMap
"Primary Health Center, T V Puram",Primary Health Centre (PHC),Kottayam,,,,,,,9.7120721,76.392205,way/620306616,OpenStreetMap
"Primary Health Center, Thalayazham",Primary Health Centre (PHC),Kottayam,,686607,,,,,9.7227364,76.4179441,node/9320060920,OpenStreetMap
"Primary Health Center, Thekkumpuram",Primary Health Centre (PHC),Palakkad,,,,,,department of health services,10.9615189,76.5169135,way/806357666,OpenStreetMap
"Primary Health Center, Thidanadu",Primary Health Centre (PHC),Kottayam,,"Sabarimala - Kodaikkanal Road, Thidanad, 686508",+91-4828-236888,,,DEPARTMENT OF HEALTH SERVICES,9.6537461,76.7777115,node/6552435292,OpenStreetMap
"Primary Health Center, Thuravoor South",Primary Health Centre (PHC),Alappuzha,,,+91-4782565662,,,DEPARTMENT OF HEALTH SERVICES,9.7571213,76.3185179,way/620245551,OpenStreetMap
"Primary Health Center, Thurayur",Primary Health Centre (PHC),Kozhikode,,,,,,Department of Health and Family Welfare,11.5174122,75.6666467,node/9063554078,OpenStreetMap
"Primary Health Center, Valayam",Primary Health Centre (PHC),Kozhikode,,,,,,,11.7220959,75.6681932,node/10684657624,OpenStreetMap
"Primary Health Center, Vallikunnam",Primary Health Centre (PHC),Alappuzha,,"Vallikunnam, 690501",+91-479 2338300,,,government,9.1320173,76.5692677,way/800390229,OpenStreetMap
"Primary Health Center, Vannappuram",Primary Health Centre (PHC),Idukki,,,,,,DEAPRTMENT OF HEALTH SERVICES,9.9880172,76.7887007,node/7476750808,OpenStreetMap
"Primary Health Center, Vattapara",Primary Health Centre (PHC),Idukki,,,,,,,9.9312065,77.1746289,way/961317370,OpenStreetMap
